seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
182,263.830,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
183,263.830,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
184,263.830,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
185,263.830,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
186,263.830,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
187,263.830,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
188,263.830,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
189,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
190,263.831,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
191,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
192,263.831,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
193,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
194,263.831,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
195,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
196,263.831,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
197,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
198,263.831,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
199,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
200,263.831,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
201,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
202,263.831,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
203,263.831,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
204,263.832,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
205,263.832,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
206,263.832,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
207,263.832,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
208,263.832,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
209,263.832,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
210,263.832,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
211,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
212,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
213,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
214,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
215,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
216,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
217,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
218,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
219,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
220,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
221,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
222,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
223,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
224,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
225,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
226,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
227,263.833,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
228,263.833,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
229,263.834,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
230,263.834,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
231,263.834,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
232,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
233,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
234,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
235,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
236,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
237,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
238,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
239,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
240,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
241,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
242,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
243,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
244,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
245,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
246,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
247,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
